id,label,latitude,longitude,n1,n2,n3,n4,n5,d1,d2,d3,d4,d5
242,Flushing Ave & Carlton Ave,40.69788349,-73.97350332,419,421,343,119,313,0.14350321801392,0.18821140460095,0.19045800846596,0.26778201061557,0.33721946044674
243,Fulton St & Rockwell Pl,40.688226,-73.979382,298,324,274,431,271,0.097550489655677,0.14314579805025,0.16784859828323,0.17285938932696,0.21494282343581
244,Willoughby Ave & Hall St,40.69196035,-73.96536851,354,366,399,258,313,0.20068080858169,0.205502514255,0.24014794984335,0.25391947550591,0.3074079619417
245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,262,119,239,419,241,0.20154684866024,0.20166141956769,0.24084975682262,0.25303046647807,0.26333349564432
247,Perry St & Bleecker St,40.73535398,-74.00483091,346,380,238,358,383,0.10761912172848,0.13572139724902,0.20535231017501,0.20658357529025,0.23887988053473
248,Laight St & Hudson St,40.72185379,-74.00771779,377,329,328,79,249,0.11485674156003,0.16310520710649,0.18298907018723,0.19705340355185,0.22739234904149
249,Harrison St & Hudson St,40.71870987,-74.0090009,276,79,329,146,320,0.11373723027312,0.12541983799964,0.13482624931861,0.17005448207038,0.19716441070025
250,Lafayette St & Jersey St,40.72456089,-73.99565293,251,375,151,303,229,0.10537636711229,0.16864385703527,0.20631949134562,0.21133239669732,0.22120646915759
251,Mott St & Prince St,40.72317958,-73.99480012,250,151,265,473,303,0.10537636711229,0.157209678066,0.1845618087371,0.20808315466654,0.24784794525258
252,MacDougal St & Washington Sq,40.73226398,-73.99852205,369,336,294,280,161,0.09121874403421,0.12662394531932,0.19095327601716,0.19339230223449,0.21489610509694
253,W 13 St & 5 Ave,40.73543934,-73.99453948,382,280,345,496,285,0.13733659666549,0.14938902978613,0.15000748476457,0.16890188693888,0.20822471322421
254,W 11 St & 6 Ave,40.73532427,-73.99800419,345,383,223,280,252,0.095193538093234,0.11883410141451,0.19991065574152,0.20563699122699,0.21318994812116
257,Lispenard St & Broadway,40.71939226,-74.00247214,268,2010,320,79,377,0.14479310506342,0.15647322777146,0.20445568809859,0.22049557128084,0.26877064182231
258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,420,399,416,244,275,0.12940277672674,0.22307100953332,0.23735971584773,0.25391947550591,0.26235954998114
259,South St & Whitehall St,40.70122128,-74.01234218,534,427,260,304,337,0.094001927740422,0.096271982478572,0.17151071839638,0.24504084852761,0.27324083849908
260,Broad St & Bridge St,40.70365182,-74.01167797,534,304,415,427,259,0.093746203863259,0.12213434341179,0.14650239657712,0.16911714629365,0.17151071839638
261,Johnson St & Gold St,40.69474881,-73.98362464,390,392,278,323,239,0.17839919869456,0.18686323030025,0.21020430910779,0.21704254025766,0.22757927840681
262,Washington Park,40.69178232,-73.97372989,270,241,245,366,419,0.13568543352279,0.15009265085268,0.20154684866024,0.27308686113572,0.27824883292496
263,Elizabeth St & Hester St,40.71729,-73.996375,412,355,268,296,531,0.15190479056871,0.19701009054637,0.21602947513625,0.22110422914705,0.225338960346
264,Maiden Ln & Pearl St,40.70706456,-74.00731853,360,376,306,351,316,0.081812251257744,0.10769648797763,0.13308860855681,0.1364169082055,0.17720421382727
265,Stanton St & Chrystie St,40.72229346,-73.99147535,473,312,401,251,403,0.085725124260692,0.12490737294761,0.16479093414699,0.1845618087371,0.19335256342384
266,Avenue D & E 8 St,40.72368361,-73.97574813,411,394,339,393,302,0.10868484272873,0.14657190311529,0.16694848461428,0.22540581436386,0.22803527582911
267,Broadway & W 36 St,40.75097711,-73.98765428,362,533,505,498,492,0.052142320969984,0.14140059535313,0.14251393339165,0.16930487924844,0.17972358151162
268,Howard St & Centre St,40.71910537,-73.99973337,257,355,263,2010,151,0.14479310506342,0.21311077029038,0.21602947513625,0.2230966840686,0.2294213912273
270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,262,366,421,419,245,0.13568543352279,0.15207348103915,0.18501365275885,0.20977448265508,0.27533565200158
271,Ashland Pl & Hanson Pl,40.68528172,-73.97805813,274,83,298,467,353,0.13413567724166,0.13557374684889,0.13664797791366,0.15620834456425,0.19630793091693
274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,271,298,353,243,83,0.13413567724166,0.1570491768922,0.1626686056443,0.16784859828323,0.21451690240628
275,Washington Ave & Greene Ave,40.68650065,-73.96563307,399,420,384,397,258,0.14648770790953,0.22674316032936,0.23023240026462,0.24817451772956,0.26235954998114
276,Duane St & Greenwich St,40.71748752,-74.0104554,146,249,426,147,152,0.11093263553555,0.11373723027312,0.14488327275341,0.1482325079995,0.20257391041406
278,Concord St & Bridge St,40.69766564,-73.98476437,261,392,144,430,2001,0.21020430910779,0.21939557371666,0.21941895810424,0.28034142299041,0.29226834595468
279,Peck Slip & Front Street,40.707873,-74.00167,306,82,316,351,376,0.19180662722517,0.24133136604372,0.28025709103068,0.29299482152007,0.29534680478038
280,E 10 St & 5 Ave,40.73331967,-73.99510132,357,252,382,294,345,0.19062260138526,0.19339230223449,0.19650694890263,0.19793283401038,0.24177129694531
281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,2006,137,352,456,520,0.17267891008215,0.19576137253846,0.19604961541928,0.32421418623952,0.34148817320535
282,Kent Ave & S 11 St,40.70827295,-73.96834101,389,443,2005,460,532,0.22076536584054,0.22339281542898,0.24752179865737,0.34163919998899,0.41896514209625
284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,223,482,404,116,463,0.16354020841943,0.17537199581511,0.18519592855677,0.19977437482364,0.23063532377191
285,Broadway & E 14 St,40.73454567,-73.99074142,382,357,475,497,483,0.071215502287076,0.14026308610366,0.17210884770527,0.17633153542913,0.18666110238769
289,Monroe St & Classon Ave,40.6845683,-73.95881081,120,365,344,436,364,0.15397856356308,0.21286719524068,0.26508341580427,0.30226323687129,0.31552206075719
290,2 Ave & E 58 St,40.76020258,-73.96478473,305,464,385,2023,2022,0.13891470907403,0.15865615279668,0.16732693013384,0.29161053575533,0.31501013850766
291,Madison St & Montgomery St,40.713126,-73.984844,340,502,350,356,307,0.15582916976086,0.19805703706315,0.2054482563912,0.24404953949332,0.27646093864412
293,Lafayette St & E 8 St,40.73028666,-73.9907647,300,483,357,335,237,0.15076682519517,0.16618971568254,0.16664753450305,0.19224842178907,0.21197981206513
294,Washington Square E,40.73049393,-73.9957214,335,161,336,252,280,0.13340120073137,0.15462141108544,0.17485106952955,0.19095327601716,0.19793283401038
295,Pike St & E Broadway,40.71406667,-73.99293911,412,361,307,331,296,0.13830545852715,0.14786430564596,0.15980642771495,0.16981130183835,0.21518258317858
296,Division St & Bowery,40.71413089,-73.9970468,308,412,355,2009,295,0.10568614383942,0.18817923150514,0.19238194945722,0.20461006288824,0.21518258317858
297,E 15 St & 3 Ave,40.734232,-73.986923,475,483,325,285,497,0.077983151877005,0.17261122738359,0.18012218974315,0.20109698551546,0.25584474504303
298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,243,271,274,431,324,0.097550489655677,0.13664797791366,0.1570491768922,0.19930131740651,0.22245343600372
300,Shevchenko Pl & E 7 St,40.728145,-73.990214,439,293,236,229,335,0.13080416838823,0.15076682519517,0.16209315028145,0.19359767320291,0.20997558980688
301,E 2 St & Avenue B,40.72217444,-73.98368779,410,150,317,393,400,0.13035059095587,0.17332267162254,0.18941128976833,0.20349461794957,0.22474644562919
302,Avenue D & E 3 St,40.72082834,-73.97793172,411,150,393,341,266,0.11967338600139,0.15327521004094,0.18323680614899,0.22486884206569,0.22803527582911
303,Mercer St & Spring St,40.72362738,-73.99949601,348,151,2010,250,251,0.13924165129125,0.17345618840289,0.20217229166577,0.21133239669732,0.24784794525258
304,Broadway & Battery Pl,40.70463334,-74.01361706,260,534,2008,427,415,0.12213434341179,0.15133118567184,0.18097305642916,0.18915091617721,0.22828995171661
305,E 58 St & 3 Ave,40.76095756,-73.96724467,464,290,2023,385,367,0.11293659683861,0.13891470907403,0.18325516815257,0.21574064235998,0.25847804649687
306,Cliff St & Fulton St,40.70823502,-74.00530063,376,316,264,279,360,0.10409822061479,0.11208999994507,0.13308860855681,0.19180662722517,0.20083679853097
307,Canal St & Rutgers St,40.71427487,-73.98990025,340,295,361,350,331,0.15656816769251,0.15980642771495,0.16200147903014,0.17586163823095,0.20542996405541
308,St James Pl & Oliver St,40.71307916,-73.99851193,296,82,2009,355,386,0.10568614383942,0.15756584934213,0.15848359215337,0.2132777243668,0.23869400300799
309,Murray St & West St,40.7149787,-74.013012,147,426,327,417,152,0.098735339145773,0.17789199125814,0.18869291075908,0.20504272507933,0.20522125901603
310,State St & Smith St,40.68926942,-73.98912867,218,233,323,395,143,0.12860918431805,0.2222675073229,0.25951893304037,0.27588130393329,0.31021681212551
311,Norfolk St & Broome St,40.7172274,-73.98802084,350,361,307,401,349,0.12416459975102,0.21899170279634,0.22651635687203,0.22929697768014,0.26252650169539
312,Allen St & E Houston St,40.722055,-73.989111,265,401,473,428,403,0.12490737294761,0.13626062877418,0.16146553956379,0.19313272310054,0.22162120943945
313,Washington Ave & Park Ave,40.69610226,-73.96751037,343,421,366,270,244,0.177160533253,0.19998459592309,0.20931518269677,0.30624311875795,0.3074079619417
314,Cadman Plaza West & Montague St,40.69383,-73.990539,233,232,322,143,392,0.10558286606244,0.14974182388431,0.16704010930726,0.1788048218734,0.1961890062147
315,South St & Gouverneur Ln,40.70355377,-74.00670227,337,351,415,264,260,0.089852446877868,0.12502198125738,0.15627637731082,0.24472541363156,0.26072723873976
316,Fulton St & William St,40.70955958,-74.00653609,376,306,224,264,360,0.074102079065461,0.11208999994507,0.14183858138306,0.17720421382727,0.20502040454365
317,E 6 St & Avenue B,40.72453734,-73.98185424,393,432,301,445,394,0.14593080514553,0.15443545255748,0.18941128976833,0.19965030241039,0.22313355912359
318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,519,517,484,359,153,0.057858833291884,0.11914102727223,0.16802501609985,0.20474487183428,0.206395913908
319,Park Pl & Church St,40.71336124,-74.00937622,417,152,147,146,330,0.05324149025311,0.096307595687961,0.17204097951899,0.20011330867521,0.21161422827243
320,Leonard St & Church St,40.717571,-74.005549,79,249,257,146,330,0.12171890974379,0.19716441070025,0.20445568809859,0.2074404821622,0.21192733254596
321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,407,2000,430,414,391,0.098613679121603,0.18270517568745,0.19731703199346,0.22765761043778,0.25249436138714
322,Clinton St & Tillary St,40.696192,-73.991218,232,391,314,392,406,0.057947121243662,0.1519894836932,0.16704010930726,0.22606265163014,0.2585990256547
323,Lawrence St & Willoughby St,40.69236178,-73.98631746,390,218,233,392,261,0.10699064531352,0.14887485917517,0.17416514182942,0.19201542529164,0.21704254025766
324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,431,243,239,395,298,0.12073268744573,0.14314579805025,0.14435646286096,0.20505517178597,0.22245343600372
325,E 19 St & 3 Ave,40.73624527,-73.98473765,461,475,297,2003,537,0.14298807809697,0.164415843801,0.18012218974315,0.27591982951573,0.27937550301211
326,E 11 St & 1 Ave,40.72953837,-73.98426726,438,237,236,433,445,0.14075421760821,0.14393221973161,0.16913606546036,0.19346844713325,0.20951648079992
327,Vesey Pl & River Terrace,40.7153379,-74.01658354,309,426,3002,147,276,0.18869291075908,0.23312367687465,0.2678898844349,0.28097708864218,0.35364945701538
328,Watts St & Greenwich St,40.72405549,-74.00965965,248,377,329,2004,347,0.18298907018723,0.23719988178215,0.25185953356722,0.26059175301199,0.34300243634774
329,Greenwich St & N Moore St,40.72043411,-74.01020609,249,248,276,79,328,0.13482624931861,0.16310520710649,0.2040204606961,0.20654338246413,0.25185953356722
330,Reade St & Broadway,40.71450451,-74.00562789,387,386,152,224,319,0.13359063229432,0.17465660168633,0.18290062518564,0.21018685012094,0.21161422827243
331,Pike St & Monroe St,40.71173107,-73.99193043,408,295,307,340,2009,0.1275780984924,0.16981130183835,0.20542996405541,0.22810423271988,0.25929000275131
332,Cherry St,40.71219906,-73.97948148,502,291,356,342,341,0.17011713296173,0.28807403639234,0.3229926999429,0.36113529089375,0.42293685712043
334,W 20 St & 7 Ave,40.74238787,-73.99726235,470,435,453,446,116,0.16300365935285,0.16870102124163,0.19098765339255,0.20032937974366,0.22571172605414
335,Washington Pl & Broadway,40.72903917,-73.99404649,229,294,293,300,161,0.11170622238965,0.13340120073137,0.19224842178907,0.20997558980688,0.21256534464713
336,Sullivan St & Washington Sq,40.73047747,-73.99906065,161,252,369,368,294,0.10332866317703,0.12662394531932,0.13719193960375,0.16187959563512,0.17485106952955
337,Old Slip & Front St,40.7037992,-74.00838676,415,315,351,260,264,0.078240475695317,0.089852446877868,0.15785601475224,0.17270172830602,0.23246326665499
339,Avenue D & E 12 St,40.72580614,-73.97422494,266,394,411,511,393,0.16694848461428,0.18589125907647,0.2756063500362,0.30788337086776,0.35753947550598
340,Madison St & Clinton St,40.71269042,-73.98776323,291,307,350,331,295,0.15582916976086,0.15656816769251,0.20435145755766,0.22810423271988,0.28728106644331
341,Stanton St & Mangin St,40.71782143,-73.97628939,342,302,400,411,150,0.20508051912457,0.22486884206569,0.30427337438066,0.30883960608102,0.31893737503742
342,Columbia St & Rivington St,40.71739973,-73.98016555,356,400,349,341,502,0.15162305208364,0.15390844469735,0.18089960914784,0.20508051912457,0.22857667113568
343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,421,313,242,419,366,0.16980330437595,0.177160533253,0.19045800846596,0.24296889484835,0.32729711087814
344,Monroe St & Bedford Ave,40.6851443,-73.95380904,436,289,120,396,409,0.20603713946659,0.26508341580427,0.3079117625461,0.34732770406175,0.40444354438756
345,W 13 St & 6 Ave,40.73649403,-73.99704374,223,383,482,280,496,0.17728835940053,0.18995539040131,0.23079597170275,0.24177129694531,0.24937868744807
346,Bank St & Hudson St,40.73652889,-74.00618026,247,238,405,380,284,0.10761912172848,0.12834351606371,0.21812277775813,0.24302752104341,0.25289732536754
347,W Houston St & Hudson St,40.72873888,-74.00748842,127,128,358,368,2004,0.20993081587242,0.26218503638436,0.2892621363262,0.30181738666036,0.33344273895637
348,W Broadway & Spring St,40.72490985,-74.00154702,303,128,2004,2010,375,0.13924165129125,0.16886445888575,0.16904441572883,0.22878711555318,0.27364733996271
349,Rivington St & Ridge St,40.71850211,-73.98329859,400,356,410,342,150,0.095242849731237,0.1613015628207,0.17896672462299,0.18089960914784,0.20781807255038
350,Clinton St & Grand St,40.71559509,-73.9870295,311,307,340,291,356,0.12416459975102,0.17586163823095,0.20435145755766,0.2054482563912,0.23543051362963
351,Front St & Maiden Ln,40.70530954,-74.00612572,315,264,337,415,360,0.12502198125738,0.1364169082055,0.15785601475224,0.16920796442234,0.19339613387197
352,W 56 St & 6 Ave,40.76340613,-73.97722479,2006,281,520,510,137,0.17903761711015,0.19604961541928,0.24379492284438,0.25295458584298,0.25643627686617
353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,83,274,416,271,397,0.15113153503399,0.1626686056443,0.17152964833152,0.19630793091693,0.28018104036057
354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,244,372,313,364,366,0.20068080858169,0.22590081002092,0.32483037386674,0.33639555750303,0.34987930203832
355,Bayard St & Baxter St,40.71602118,-73.99974372,386,296,263,268,308,0.15510022179284,0.19238194945722,0.19701009054637,0.21311077029038,0.2132777243668
356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,342,502,349,400,350,0.15162305208364,0.15399260701261,0.1613015628207,0.21414550355493,0.23543051362963
357,E 11 St & Broadway,40.73261787,-73.99158043,285,483,382,293,280,0.14026308610366,0.142869676206,0.16109367633125,0.16664753450305,0.19062260138526
358,Christopher St & Greenwich St,40.73291553,-74.00711384,127,247,380,238,346,0.084555375636379,0.20658357529025,0.23134615934174,0.23956776424303,0.25441426232456
359,E 47 St & Park Ave,40.75510267,-73.97498696,228,318,522,440,519,0.1663352969815,0.20474487183428,0.20770658005997,0.20927612886113,0.25655375217764
360,William St & Pine St,40.70717936,-74.00887308,264,376,195,415,351,0.081812251257744,0.13195490046519,0.15330295019711,0.17129960970587,0.19339613387197
361,Allen St & Hester St,40.71605866,-73.99190759,412,295,307,531,311,0.12245700125989,0.14786430564596,0.16200147903014,0.20291997762767,0.21899170279634
362,Broadway & W 37 St,40.75172632,-73.98753523,267,533,505,492,498,0.052142320969984,0.089334926650742,0.19396896678203,0.2066799894269,0.22144356207422
363,West Thames St,40.70834698,-74.01713445,2008,3002,304,195,260,0.18436934864583,0.2303050195026,0.31589599695418,0.35437339322605,0.43236597263591
364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,120,409,399,289,275,0.16246560107512,0.22959858249847,0.23944140505171,0.31552206075719,0.33139011802973
365,Fulton St & Grand Ave,40.68223166,-73.9614583,289,384,396,120,275,0.21286719524068,0.24498901485953,0.32545053335416,0.33354940222033,0.36723551890849
366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,270,244,313,421,258,0.15207348103915,0.205502514255,0.20931518269677,0.21217251949391,0.26627845991152
367,E 53 St & Lexington Ave,40.75828065,-73.97069431,2023,522,464,456,441,0.098780385328262,0.10666485652075,0.17802546287148,0.20029951902527,0.23231910832224
368,Carmine St & 6 Ave,40.73038599,-74.00214988,369,336,161,252,128,0.16181469962822,0.16187959563512,0.227979324622,0.23004759225884,0.23091275574696
369,Washington Pl & 6 Ave,40.73224119,-74.00026394,252,336,368,380,383,0.09121874403421,0.13719193960375,0.16181469962822,0.18594773057533,0.20707266390278
372,Franklin Ave & Myrtle Ave,40.694528,-73.958089,354,373,409,364,244,0.22590081002092,0.23879253440788,0.28171989625327,0.39793375950639,0.42062595688382
373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,409,372,354,364,120,0.22954638935969,0.23879253440788,0.44143231988831,0.44932228237581,0.5354199869714
375,Mercer St & Bleecker St,40.72679454,-73.99695094,250,229,161,335,303,0.16864385703527,0.17130676998406,0.17487696787038,0.21722308965465,0.25623070520674
376,John St & William St,40.70862144,-74.00722156,316,306,264,360,195,0.074102079065461,0.10409822061479,0.10769648797763,0.13195490046519,0.17091388315725
377,6 Ave & Canal St,40.72243797,-74.00566443,248,2004,2010,79,328,0.11485674156003,0.14453534122846,0.18194139434017,0.23549598724419,0.23719988178215
379,W 31 St & 7 Ave,40.749156,-73.9916,492,505,498,521,490,0.080189128865696,0.16341493863301,0.18876755271493,0.19036222762363,0.20570166300462
380,W 4 St & 7 Ave S,40.73401143,-74.00293877,247,383,369,358,346,0.13572139724902,0.16338095412453,0.18594773057533,0.23134615934174,0.24302752104341
382,University Pl & E 14 St,40.73492695,-73.99200509,285,357,496,497,280,0.071215502287076,0.16109367633125,0.16258827295022,0.17759397038317,0.19650694890263
383,Greenwich Ave & Charles St,40.735238,-74.000271,380,223,345,369,252,0.16338095412453,0.17887880394223,0.18995539040131,0.20707266390278,0.22497740319612
384,Fulton St & Waverly Ave,40.68317813,-73.9659641,397,275,365,420,399,0.18366687988834,0.23023240026462,0.24498901485953,0.36517213614684,0.37412129709574
385,E 55 St & 2 Ave,40.75797322,-73.96603308,464,441,290,305,454,0.12522953413981,0.15351310124995,0.16732693013384,0.21574064235998,0.23609307543798
386,Centre St & Worth St,40.71494807,-74.00234482,355,330,387,308,320,0.15510022179284,0.17465660168633,0.19358362265627,0.23869400300799,0.24699741561215
387,Centre St & Chambers St,40.71273266,-74.0046073,224,330,386,316,319,0.099977314635144,0.13359063229432,0.19358362265627,0.24140672570127,0.25352036907631
388,W 26 St & 10 Ave,40.749717753,-74.002950346,489,458,462,512,509,0.090022571957665,0.16624377486688,0.21005832578878,0.23982717008979,0.29609155704985
389,Broadway & Berry St,40.71044554,-73.96525063,443,460,481,282,532,0.14561370945203,0.17021926861618,0.20223875186232,0.22076536584054,0.22913045580671
390,Duffield St & Willoughby St,40.69221589,-73.9842844,323,239,261,218,324,0.10699064531352,0.15721646677731,0.17839919869456,0.19780809585198,0.23505289555877
391,Clark St & Henry St,40.69760127,-73.99344559,322,232,406,216,407,0.1519894836932,0.20597573572324,0.2154480730298,0.21953320834916,0.22394139888107
392,Jay St & Tech Pl,40.695065,-73.987167,232,261,323,314,278,0.16844607215679,0.18686323030025,0.19201542529164,0.1961890062147,0.21939557371666
393,E 5 St & Avenue C,40.72299208,-73.97995466,317,150,411,302,394,0.14593080514553,0.15383519366165,0.17803125032917,0.18323680614899,0.194028901026
394,E 9 St & Avenue C,40.72521311,-73.97768752,266,339,393,411,317,0.14657190311529,0.18589125907647,0.194028901026,0.2092742546585,0.22313355912359
395,Bond St & Schermerhorn St,40.68807003,-73.98410637,431,324,218,298,243,0.086802750053163,0.20505517178597,0.21803287742319,0.2473297857566,0.24776584031322
396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,436,365,289,344,120,0.15670893491172,0.32545053335416,0.3326684586745,0.34732770406175,0.48062772294945
